Track name,Artist name,Album,Playlist name,Type,ISRC,Apple - id
"That One Day","Milkoi","Anime / Slice of Life","All","Playlist","UKZGC2409687","1777241606"
"Shape of Us (Studio Ver.)","capo2","Shape of Us (Studio Ver.) - Single","All","Playlist","TCJPC2485927","1782642562"
"Won't Love Again","CHENDA & SadBois","Won't Love Again - Single","All","Playlist","QZZEB2456803","1783029157"
"Change Me","Aaron Shirk & ary kemler","Apollo - Single","All","Playlist","QZFZ62507708","1791594677"
"Hello","Sweet Dove","Why hello. It has been a while hasn't it?","All","Playlist","QT3EY2497773","1787172264"
"Myth","acloudyskye","This Won't Be The Last Time","All","Playlist","QZZ7N2471539","1796912835"
"Meltovt Necrosys","Halv","Meltovt Necrosys - Single","All","Playlist","TCJPD2577579","1794044866"
"Daisy Crown","Empty old City & 鳴潮先約電台","Daisy Crown - Single","All","Playlist","CNZ022500070","1797256280"
"境界線 .✧","nxvb","境界線 .✧ / before u go - Single","All","Playlist","QZES92574456","1797183721"
"Straight Into You","Ton Magie & RoaNn","Straight Into You - Single","All","Playlist","TCJPD2584635","1794935968"
"Love Let Me Go","Said The Sky & Dia Frampton","Love Let Me Go - Single","All","Playlist","NL8RL2502427","1794105734"
"Sparkling Starlight","Fujiyori & まより","Sparkling Starlight - Single","All","Playlist","AUBEC2519519","1791568735"
"Last Song","Alan Walker & Faouzia","Walkerworld 2.0","All","Playlist","NOG842501030","1794308693"
"01","紙崎ねい","01 - Single","All","Playlist","TCJPE2523894","1798939597"
"Ainohoshi","Tacitly","Planet of Love - Single","All","Playlist","JPZ922500506","1796308871"
"Set Me Free","Codeko","Set Me Free - Single","All","Playlist","CA5KR2511622","1795881306"
"Lie To Me","Ventaria & Adalaide Adams","Lie To Me - Single","All","Playlist","USA2P2478339","1787855381"
"Someone That I Needed","Jason Ross & Dia Frampton","1000 Faces","All","Playlist","GBEWA1903294","1806728205"
"Feels Like (feat. Lousy)","Cerus & 3LUME","Feels Like (feat. Lousy) - Single","All","Playlist","USA2P2418344","1738894600"
"Our Identity","ナナツカゼ","Our Identity - Single","All","Playlist","TCJPD2556141","1791916590"
"Crown of Thistles (feat. GLITCHDROID)","Aika","Crown of Thistles (feat. GLITCHDROID) - Single","All","Playlist","QZHN52553633","1798352101"
"forever (want this feeling)","GhostDragon & Alina Renae","forever (want this feeling) - Single","All","Playlist","USA2P2507682","1797279835"
"You're Not Alone (feat. Ali Schwartz)","Kosling & NONIK","You're Not Alone (feat. Ali Schwartz) - Single","All","Playlist","NLUW22502694","1796219787"
"Cruise","Jay Ocean","Islands - EP","All","Playlist","CAHQJ2581277","1794496228"
"before u go","nxvb","境界線 .✧ / before u go - Single","All","Playlist","QZES92574457","1797183722"
"Until Dawn","A.L.I.S.O.N","Until Dawn - Single","All","Playlist","UKZGC2402797","1737815540"
"All The Time","Aaron Shirk, Ehallz & Sergina","All The Time - Single","All","Playlist","QZWFU2409984","1775890406"
"Evanescent (feat. SOLARIA)","Aika","Evanescent (feat. SOLARIA) - Single","All","Playlist","QZZ7K2400416","1780109146"
"Summit (feat. GUMI)","Aika","Summit (feat. GUMI) - Single","All","Playlist","QZES92442218","1733875839"
"Heart Race","Fly By Midnight","Heart Race - Single","All","Playlist","QM24S2500651","1794595982"
"Let It Rain","Zack Gray & LUVIUM","Let It Rain - Single","All","Playlist","QZL382543930","1794930323"
"Complicated (feat. Abby Ports)","Peace Reyes","Complicated (feat. Abby Ports) - Single","All","Playlist","QT2VB2513304","1800146258"
"夏に焦がれて (feat. KAFU)","Roca","夏に焦がれて (feat. KAFU) - Single","All","Playlist","JP92N2510277","1800401439"
"Light Pillar","utumiyqcom & BHS Svve","Light Pillar - Single","All","Playlist","JPP302500011","1792131668"
"心臓","DUSTCELL","心臓 - Single","All","Playlist","JPB602500439","1794105014"
"It's Okay Not to Be Okay (feat. Luma)","Sineself & waytides","It's Okay Not to Be Okay (feat. Luma) - Single","All","Playlist","TCAJQ2541846","1816426563"
"Brave Shine","Aimer","DAWN","All","Playlist","JPU901501303","1536130474"
"Cutover (feat. Alfakyun.)","marasy","Cutover (feat. Alfakyun.) - Single","All","Playlist","JPT362300004","1668933379"
"雪降り ~雪が降っている~ (feat. 結月ゆかり) [Full Ver.]","AiSS & NE1516Hz","雪降り ~雪が降っている~ (feat. 結月ゆかり) [Full Ver.] - Single","All","Playlist","CBF8B2479043","1787920273"
"My Place","電音部、PIKASONIC、nakotanmaru、鳳凰火凛 (CV: 健屋花那)","My Place - Single","All","Playlist","JPR502505770","1799885372"
"Unwind 2025","Infowler","Unwind 2025 - Single","All","Playlist","QM42K2573107","1849712636"
"Never Let You Go","Runos","Never Let You Go / Beside You - Single","All","Playlist","CACWV2596699","1803753259"
"Crave U","SoLush","GNSLH - Single","All","Playlist","QZES82543063","1796613006"
"Breakfast special","culenasm","Breakfast special - Single","All","Playlist","JPP302500150","1798401667"
"Affinity","Jay Ocean","Flow State","All","Playlist","US38Y2425813","1772929161"
"figure all this out!","Keplr","figure all this out! - Single","All","Playlist","GX8LD2571707","1798423107"
"Refrain","rinahamu, capo2 & KOTONOHOUSE","Refrain - Single","All","Playlist","TCJPE2568327","1801407528"
"SCAPEGOAT","DUSTCELL","SCAPEGOAT - Single","All","Playlist","JPB602500443","1795885765"
"Inner Spark","Kirara Magic","Inner Spark - Single","All","Playlist","QZK6N2537418","1803367777"
"Wait for You","Ton Magie","Wait for You - Single","All","Playlist","TCJPF2554609","1805102012"
"Soft","Nota.","Nota. Classic.","All","Playlist","TCJPF2582006","1806042913"
"Ghosthvck","Getty","Ghosthvck - Single","All","Playlist","TCJPF2535699","1804473220"
"SCOPE","Aimer","SCOPE - Single","All","Playlist","JPU902404160","1793739413"
"Summer Night (feat. Kanae Asaba) [DJ Noriken Remix]","Polyphonix","Polyphonix Remixes Collection","All","Playlist","JPR501822926","1424105341"
"CRAZY FOR YOU","Lemon Yakishio (CV: Shion Wakayama)","「負けヒロインが多すぎる!」マケイン応援!カバーソングコレクション","All","Playlist","JPE302400508","1767554160"
"Leap (feat. 魔花ふしぎ)","DoubleLift","Star (feat. あずきうい & 魔花ふしぎ)","All","Playlist","JP92N2329802","1687106039"
"Overrun (feat. Hatsune Miku)","Twinfield","NX ENCHANT","All","Playlist","JP92Q2200300","1628086280"
"Still Love You (feat. RANASOL)","Pure 100%","Run / Still Love You - Single","All","Playlist","GBUM92400160","1789682286"
"Hold On","高爾宣 & 派偉俊","Hold On - Single","All","Playlist","DGA052432626","1750685691"
"Need U","MOKKAI","Need U - Single","All","Playlist","QZMEP2560985","1808644102"
"Reminisce","Said The Sky & Taylor Acorn","Reminisce - Single","All","Playlist","NL8RL2507414","1802708980"
"Apollo","Aaron Shirk","Don't Look Down - Single","All","Playlist","QZFZ72509272","1805979250"
"Different Places (feat. Jaime Deraz)","Bllaine & TARK","Different Places (feat. Jaime Deraz) - Single","All","Playlist","QT3AJ2500020","1802563278"
"Syundo -Syundo-","capo2","Syundo -Syundo- - Single","All","Playlist","TCJPG2538533","1808849090"
"Won't Be The Same","Dabin","Aura Park","All","Playlist","CA5KR2519582","1807399751"
"Sugar!!!","Aika","Sugar!!! - Single","All","Playlist","QZHN91924183","1485180202"
"It All Starts Right Now","Mameyudoufu","Stream Friendly 03","All","Playlist","TCJPG2575141","1810613225"
"I Ran Out of Ideas (Sad)","Mameyudoufu","Stream Friendly 03","All","Playlist","TCJPG2575165","1810613470"
"World Love (feat. 2d_end, Eileen & pyaniX) [Teknikvlt Remix]","Hamuza & Teknikvlt","World Love (Teknikvlt Remix) [feat. 2d_end, Eileen & pyaniX] - Single","All","Playlist","AUMEV2397939","1704092997"
"Cool Me Down","Mwk & Megurine Luka","Cool Me Down EP - EP","All","Playlist","JP92Q2502163","1808865883"
"Until Debut! (feat. Kasane Teto)","Assertive","Until Debut! - EP","All","Playlist","QZK6F2589613","1807299185"
"Idol&Devil (feat. 70D)","hitogoto","Idol&Devil (feat. 70D) - Single","All","Playlist","TCJPG2519797","1807904867"
"Re: Summer (feat. アイロボ)","Juggernaut.","Re: Summer Feat.アイロボ - Single","All","Playlist","CAGOO2503096","1812232199"
"Night Bloom","Dabin, Blanke & Lø Spirit","Aura Park","All","Playlist","CA5KR2519586","1807400031"
"Don't Look Down","Aaron Shirk & Nicole Apollonio","Don't Look Down - Single","All","Playlist","QZK6H2525721","1805979251"
"Waiting On This Day Forever","William Black, Siberia & Freja The Dragon","Waiting On This Day Forever - Single","All","Playlist","CA5KR2527715","1809058277"
"Fragments","SPIRIT LINK & Malin Horsevik","Fragments - Single","All","Playlist","QZS632547699","1808514551"
"i wish you never loved me (feat. She Is Jules)","GhostDragon & MKC","fragments of us","All","Playlist","USA2P2513979","1804423237"
"Safe Space","KLAXX","Safe Space - Single","All","Playlist","NLRD52424982","1803388335"
"Suffocating","Pine Creek Academy","Suffocating - Single","All","Playlist","QZTRX2505325","1804751847"
"Light It Up!","柚子花","Light It Up! - Single","All","Playlist","TCJPH2540088","1813800924"
"Acacia Buds in Bloom (feat. MIRA)","流星のサイトシーイング","Acacia Buds in Bloom - Single","All","Playlist","TCJPH2534492","1813567446"
"Photos","capo2","Love Letter - EP","All","Playlist","TCJPE2542040","1800408996"
"Sunrise","Kei Morimoto","Sunrise - Single","All","Playlist","TCJPG2548457","1809508234"
"Mind Enhancement","PIKASONIC","Mind Enhancement - Single","All","Playlist","QZNWY2588470","1813974742"
"Voltage","TWLGHT","Voltage - Single","All","Playlist","QZNWW2571857","1813109347"
"Moonwalker (feat. アイロボ)","Juggernaut.","Moonwalker Feat.アイロボ - Single","All","Playlist","CAENV2599548","1812037991"
"Coldhearted Alba (Hype Edit.)","Halv","Khronostasis & Katharsis","All","Playlist","TCJPG2581049","1811117263"
"Hello Again (feat. NishiHaru & shizuki)","Sprite Recordings","Hello Again - EP","All","Playlist","TCJPG2575343","1810605785"
"Photographs (feat. nokio)","Dabin","Aura Park","All","Playlist","CA5KR2519589","1807400192"
"Symptoms (feat. Luma)","MitiS","Symptoms (feat. Luma) - Single","All","Playlist","CA5KR2527741","1806759421"
"Toumei Na Kimi (2025 Remastered)","nayuta","Omoi, Tsumuide","All","Playlist","TCJPH2572585","1815426469"
"Am I Wrong?","capo2","Love Letter - EP","All","Playlist","TCJPE2542048","1800409004"
"Alpha Ionone","打打だいず","Accelerawave of Blessing","All","Playlist","TCJPH2582341","1815910701"
"Entropy Effect","DraGonis & Byozon","Entropy Effect - Single","All","Playlist","SE6XY2574110","1812176343"
"Save My Life (feat. L8ncy)","Caslow, ELUDE & Vanthe","Save My Life (feat. L8ncy) - Single","All","Playlist","QZHCR2500027","1816160350"
"Deepest Water (feat. Syd Taylor)","Dabin","Aura Park","All","Playlist","CA5KR2519584","1807399757"
"for you (feat. peac.e)","Keplr","for you (feat. peac.e) - Single","All","Playlist","GX38U2538449","1807234235"
"Million Miles Away","SENDIRI & KELIZA","Million Miles Away - Single","All","Playlist","QZNWT2523591","1811370824"
"Khronostasis Katharsis - Alternative -","Halv","Khronostasis & Katharsis","All","Playlist","TCJPG2581061","1811117753"
"Man Down","Seven Lions, YDG & Bella Renee","Man Down - Single","All","Playlist","CA5KR2532013","1812127958"
"Blue Layers","Clean Tears & Hatsune Miku","Blue Layers - EP","All","Playlist","JP92Q2502243","1813064166"
"Nightmare","William Black, Fairlane & Amidy","Nightmare - Single","All","Playlist","CA5KR2532870","1814558204"
"Northern Star (feat. Luma)","KEPIK & ELUDE","Northern Star (feat. Luma) - Single","All","Playlist","NL8RL2519198","1811283448"
"Constellation","Dabin & FRND","Aura Park","All","Playlist","CA5KR2519583","1807399754"
"Take You Back","capo2 & EAERAN","Take You Back - Single","All","Playlist","TCJPI2596782","1821112229"
"Youthphobia","Shew","Youthphobia","All","Playlist","JPG102501121","1817157205"
"Pupu6","iVy","Confused Apatite","All","Playlist","TCJPI2538012","1818514958"
"Need You Again","SadBois, ROY KNOX & Jake Neumar","Need You Again - Single","All","Playlist","GB2LD2510313","1821237824"
"Somewhere Better (feat. Monika Santucci)","waytides & JONJEN","Somewhere Better (feat. Monika Santucci) - Single","All","Playlist","USA2P2518068","1808625499"
"The Crown","Linney","The Crown - Single","All","Playlist","CA5KR2536187","1817588810"
"Alone","SHUNTA","Decorate","All","Playlist","TCJPG2565615","1810152173"
"Trough (Feat. ninzin)","Taku Inoue","FUTARI - EP","All","Playlist","JPTF02516301","1820897513"
"Anchor","kobato","-LONG - EP","All","Playlist","JP92N2528821","1821601913"
"Crying On The Dancefloor","Krewella","Crying On The Dancefloor - Single","All","Playlist","USA2P2523718","1814581220"
"Back Into Strangers","Home By Dawn, Astraye & Meggie York","Back Into Strangers - Single","All","Playlist","USA2P2520596","1811243961"
"Hitohiratsumuide","nayuta","Omoi, Tsumuide","All","Playlist","TCJPH2572581","1815426466"
"Kalmia (feat. Asahina kon)","流星のサイトシーイング","Kalmia - Single","All","Playlist","TCJPF2554182","1805411550"
"Hate You More","H4RRIS, Aaron Shirk & Nicole Apollonio","Hate You More - Single","All","Playlist","QZTGW2405166","1816856881"
"Breathe","Jay Ocean","Breathe - Single","All","Playlist","GX53U2516342","1816854884"
"Silent Remorse (feat. Shimizu Aiyu)","Connexio","Silent Remorse (feat. Shimizu Aiyu) - Single","All","Playlist","TCJPJ2532842","1822931921"
"Everything We've Been Through","Nightsirens & Lost Ashes","Everything We've Been Through - Single","All","Playlist","QZTB32570325","1820287309"
"Coalescence","Adomiori & Otomachi Una","Insert title here EP - EP","All","Playlist","JP92Q2502376","1817548686"
"Is Anyone There","Between Cities","Is Anyone There - Single","All","Playlist","ESA012568228","1811571805"
"WantU2Go","CADMIUM & CHENDA","WantU2Go - Single","All","Playlist","AUMEV2592950","1819278682"
"Touchdown (feat. Valid Point.)","Aaron Shirk & Julian Dae","Touchdown (feat. Valid Point.) - Single","All","Playlist","QZS632214522","1646627924"
"Do You Remember (feat. Aaron Shirk) [Aaron Shirk Remix]","H4RRIS & Nicole Apollonio","Do You Remember (Remixes) - Single","All","Playlist","GB2LD2210247","1634797225"
"Dahlia (feat. Hatsune Miku)","Mwk","La Blanche (feat. Hatsune Miku, Otomachi Una, IA, Megurine Luka & 鏡音リン)","All","Playlist","JP92Q2502438","1823815951"
"Hollow","Dabin, Kai Wachi & Lø Spirit","Aura Park","All","Playlist","CA5KR2316765","1807400038"
"Stay With Me","Dabin & VELVETEARS","Aura Park","All","Playlist","CA5KR2519588","1807400189"
"Flawless (feat. iu, hayate & suu)","natsume & sikurano","Flawless (feat. iu, hayate & suu) - Single","All","Playlist","TCJPJ2547541","1823814478"
"Who Am I Now","Synymata & GLNNA","Who Am I Now - Single","All","Playlist","NL8RL2523271","1817282660"
"Gentle Fiends","Smiling Quietly Underneath Internal Radical Melancholy & Olivver the Kid","Squirm - - EP","All","Playlist","QZWDE2597062","1819661071"
"Here's to Hope","Orlost, UNDEFYND & RUNN","Here's to Hope - Single","All","Playlist","NL8RL2516394","1807494650"
"Aristotle, Again Someday","Adomiori & NextLight","Aristotle, Again Someday - Single","All","Playlist","TCJPJ2513944","1824085885"
"Ethereal","SHUNTA","Decorate","All","Playlist","TCJPG2565722","1810152198"
"Come Back Home","KRUS3","Come Back Home - EP","All","Playlist","QZTBC2551285","1824317361"
"a truth seeker -Communication with Utopia will be lost-","KURO","a truth seeker -Communication with Utopia will be lost- - Single","All","Playlist","JPW462413697","1741702948"
"街角とスキップと不思議なエンカウンター","KURO","街角とスキップと不思議なエンカウンター - Single","All","Playlist","JPW462413695","1741702795"
"Vitreous Heart (from Masterpiece01)","KURO","Re[Collection] 01","All","Playlist","JPW462584190","1815655059"
"OPEN YOUR EYES (from Masterpiece03)","KURO","Re[Collection] 01","All","Playlist","JPW462584192","1815655181"
"Even if we never see each other again.","KURO","Re[Collection] 01","All","Playlist","JPW462584193","1815655182"
"after it rains.","KURO","Re[Collection] 01","All","Playlist","JPW462584205","1815655194"
"Remind Me (feat. Donna Tella)","Caslow & JOSS","Remind Me (feat. Donna Tella) - Single","All","Playlist","GBUM92500075","1824005427"
"Highway To Heaven (Radio Edit)","MrWhite","Highway To Heaven - Single","All","Playlist","QZTB72567409","1822040080"
"Close to Closure","CADMIUM, AWON & Shawn O'Donnell","Close to Closure - Single","All","Playlist","QZWV32524081","1822383749"
"東邪","MC 張天賦","Sweet & Sour","All","Playlist","HKI492508207","1825762068"
"Fizz","PAX JAPONICA GROOVE","Another Beyond","All","Playlist","JPZ922502933","1817360111"
"Days of Youth","PAX JAPONICA GROOVE","Another Beyond","All","Playlist","JPZ922502938","1817360130"
"Prism","PAX JAPONICA GROOVE","Another Beyond","All","Playlist","JPZ922502942","1817360389"
